Сумма.баллов,Оценка.1,Оценка.2,Оценка.3,Оценка.4,ГТО.оценка,Сочинение.оценка,Аттестат.с.отличием.оценка,Оригинал.,Общежитие,Дата.заявления,Тип.насел..пункта,Участие.в.олимпиадах,Дата.выдачи.док..об.образов,Школа,Сумма.положительных.оценок,,,
324,60,84,88,89,0,3,0,FALSE,НЕ_НУЖДАЕТСЯ_В_ОБЩЕЖИТИИ,05.07.2018 14:52:48,ГОРОД ФЕДЕРАЛЬНОГО ЗНАЧЕНИЯ,Не является  победителем олимпиады,23.06.2018,ЛИЦ 1568 МОСКВ,321,,,
354,65,88,92,100,2,2,5,FALSE,НУЖДАЕТСЯ_В_ОБЩЕЖИТИИ,05.07.2018,ГОРОД,Не является  победителем олимпиады,25.06.2018,СОШ 7 СЕРПУХОВ,345,,,
324,75,82,82,82,2,1,0,FALSE,НЕ_НУЖДАЕТСЯ_В_ОБЩЕЖИТИИ,05.07.2018,ГОРОД ФЕДЕРАЛЬНОГО ЗНАЧЕНИЯ,Не является  победителем олимпиады,23.06.2018,СОШ 2007 МОСКВ,321,,,
351,100,80,100,71,0,0,0,FALSE,НУЖДАЕТСЯ_В_ОБЩЕЖИТИИ,05.07.2018 15:01:21,ЦЕНТР СУБЪЕКТА ФЕДЕРАЦИИ,Призер олимпиады из Перечня,23.06.2018,ЛИЦ 153 УФ,351,,,
317,60,82,82,91,0,2,0,FALSE,НЕ_НУЖДАЕТСЯ_В_ОБЩЕЖИТИИ,05.07.2018,ГОРОД,Не является  победителем олимпиады,26.06.2018,ЛИЦ БАЛАШИХ,315,,,
346,70,84,92,94,0,1,5,FALSE,НЕ_НУЖДАЕТСЯ_В_ОБЩЕЖИТИИ,05.07.2018 15:02:39,ГОРОД ФЕДЕРАЛЬНОГО ЗНАЧЕНИЯ,Не является  победителем олимпиады,23.06.2018,ЛИЦ 1501 МОСКВ,340,,,
379,100,86,98,94,0,1,0,FALSE,НУЖДАЕТСЯ_В_ОБЩЕЖИТИИ,05.07.2018,ЦЕНТР СУБЪЕКТА ФЕДЕРАЦИИ,Призер олимпиады из Перечня,29.06.2018,ЛИЦ 4 РЯЗАН,378,,,
319,85,78,70,85,0,1,0,FALSE,НУЖДАЕТСЯ_В_ОБЩЕЖИТИИ,05.07.2018,ЦЕНТР СУБЪЕКТА ФЕДЕРАЦИИ,Не является  победителем олимпиады,24.06.2018,ЛИЦ 3 ЧЕБОКСАР,318,ЛИЦЕЙ,,
377,100,88,100,87,0,2,0,FALSE,НЕ_НУЖДАЕТСЯ_В_ОБЩЕЖИТИИ,05.07.2018,ГОРОД ФЕДЕРАЛЬНОГО ЗНАЧЕНИЯ,Победитель олимпиады из Перечня,23.06.2018,ЛИЦ 1580 МОСКВ,375,,,
259,45,76,59,78,0,1,0,FALSE,НЕ_НУЖДАЕТСЯ_В_ОБЩЕЖИТИИ,05.07.2018,ГОРОД ФЕДЕРАЛЬНОГО ЗНАЧЕНИЯ,Не является  победителем олимпиады,23.06.2018,ГИМНАЗ 1528 МОСКВ,258,,,
330,65,80,94,89,0,2,0,FALSE,НЕ_НУЖДАЕТСЯ_В_ОБЩЕЖИТИИ,05.07.2018 15:14:29,ГОРОД ФЕДЕРАЛЬНОГО ЗНАЧЕНИЯ,Не является  победителем олимпиады,23.06.2018,СОШ 192 МОСКВ,328,,,
340,70,78,89,96,0,2,5,FALSE,НУЖДАЕТСЯ_В_ОБЩЕЖИТИИ,05.07.2018 15:15:57,ЦЕНТР СУБЪЕКТА ФЕДЕРАЦИИ,Не является  победителем олимпиады,24.06.2017,ГИМНАЗ 1 БРЯНСК,333,,,
299,60,84,72,80,2,1,0,FALSE,НЕ_НУЖДАЕТСЯ_В_ОБЩЕЖИТИИ,05.07.2018,ГОРОД ФЕДЕРАЛЬНОГО ЗНАЧЕНИЯ,Не является  победителем олимпиады,23.06.2018,ЛИЦ 5 ДОЛГОПРУДН,296,,,
378,100,82,100,94,0,2,0,FALSE,НУЖДАЕТСЯ_В_ОБЩЕЖИТИИ,05.07.2018,ЦЕНТР СУБЪЕКТА ФЕДЕРАЦИИ,Призер олимпиады из Перечня,29.06.2018,СОШ 33 ВОЛГОГРАД,376,,,
393,100,88,100,98,0,2,5,FALSE,НЕ_НУЖДАЕТСЯ_В_ОБЩЕЖИТИИ,05.07.2018 15:28:14,ГОРОД ФЕДЕРАЛЬНОГО ЗНАЧЕНИЯ,Призер олимпиады из Перечня,23.06.2018,ЛИЦ 1581 МОСКВ,386,,,
375,100,84,96,94,0,1,0,FALSE,НЕ_НУЖДАЕТСЯ_В_ОБЩЕЖИТИИ,05.07.2018,ГОРОД ФЕДЕРАЛЬНОГО ЗНАЧЕНИЯ,Призер олимпиады из Перечня,23.06.2018,СОШ ПЯТЬДЕСЯТ СЕДЬМ МОСКВ,374,,,
306,60,86,88,72,0,0,0,FALSE,НУЖДАЕТСЯ_В_ОБЩЕЖИТИИ,05.07.2018 15:32:09,НАСЕЛЕННЫЙ ПУНКТ СЕЛЬСКОГО ТИПА,Не является  победителем олимпиады,26.06.2018,ЛИЦ ФИЗИКО МАТЕМАТИЧЕСК ЛИЦ СЕРГИЕВ,306,,,
323,70,84,72,89,0,3,5,FALSE,НЕ_НУЖДАЕТСЯ_В_ОБЩЕЖИТИИ,05.07.2018,ГОРОД,Не является  победителем олимпиады,26.06.2018,ЛИЦ 5 ПОДОЛЬСК,315,,,
296,50,88,62,89,0,2,5,FALSE,НЕ_НУЖДАЕТСЯ_В_ОБЩЕЖИТИИ,05.07.2018 15:35:51,ГОРОД ФЕДЕРАЛЬНОГО ЗНАЧЕНИЯ,Не является  победителем олимпиады,23.06.2018,ГИМНАЗ 710 МОСКВ,289,,,
279,40,70,85,83,0,1,0,FALSE,НЕ_НУЖДАЕТСЯ_В_ОБЩЕЖИТИИ,05.07.2018,ГОРОД ФЕДЕРАЛЬНОГО ЗНАЧЕНИЯ,Не является  победителем олимпиады,23.06.2017,ГИМНАЗ 1566 МОСКВ,278,,,
314,60,82,74,96,0,2,0,FALSE,НЕ_НУЖДАЕТСЯ_В_ОБЩЕЖИТИИ,05.07.2018,ГОРОД ФЕДЕРАЛЬНОГО ЗНАЧЕНИЯ,Не является  победителем олимпиады,22.06.2017,СОШ 1286 МОСКВ,312,,,
320,65,82,80,91,0,2,0,FALSE,НЕ_НУЖДАЕТСЯ_В_ОБЩЕЖИТИИ,05.07.2018 16:05:00,ГОРОД ФЕДЕРАЛЬНОГО ЗНАЧЕНИЯ,Не является  победителем олимпиады,23.06.2018,СОШ ВЫБОР МОСКВ,318,,,
301,50,80,82,87,0,2,0,FALSE,НУЖДАЕТСЯ_В_ОБЩЕЖИТИИ,05.07.2018 16:07:53,НАСЕЛЕННЫЙ ПУНКТ СЕЛЬСКОГО ТИПА,Не является  победителем олимпиады,25.06.2018,ГИМНАЗ ОБНИНСК,299,,,
272,60,74,53,82,2,1,0,FALSE,НЕ_НУЖДАЕТСЯ_В_ОБЩЕЖИТИИ,05.07.2018,ГОРОД ФЕДЕРАЛЬНОГО ЗНАЧЕНИЯ,Не является  победителем олимпиады,23.06.2018,ЛИЦ 1575 МОСКВ,269,,,
310,55,76,82,91,0,1,5,FALSE,НУЖДАЕТСЯ_В_ОБЩЕЖИТИИ,05.07.2018,ГОРОД ФЕДЕРАЛЬНОГО ЗНАЧЕНИЯ,Не является  победителем олимпиады,28.06.2018,СОШ 2 РЕДКИН,304,,,
348,65,84,90,100,2,2,5,FALSE,НЕ_НУЖДАЕТСЯ_В_ОБЩЕЖИТИИ,05.07.2018,ГОРОД ФЕДЕРАЛЬНОГО ЗНАЧЕНИЯ,Не является  победителем олимпиады,23.06.2018,СОШ 654 МОСКВ,339,,,
392,100,88,100,96,0,3,5,FALSE,НЕ_НУЖДАЕТСЯ_В_ОБЩЕЖИТИИ,05.07.2018 16:31:32,ГОРОД ФЕДЕРАЛЬНОГО ЗНАЧЕНИЯ,Победитель олимпиады из Перечня,23.06.2018,ЛИЦ 1533 МОСКВ,384,,,
318,65,84,66,96,0,2,5,FALSE,НЕ_НУЖДАЕТСЯ_В_ОБЩЕЖИТИИ,05.07.2018,ГОРОД ФЕДЕРАЛЬНОГО ЗНАЧЕНИЯ,Не является  победителем олимпиады,09.07.2018,СОШ 2101 МОСКВ,311,,,
391,100,96,100,89,0,1,5,FALSE,НУЖДАЕТСЯ_В_ОБЩЕЖИТИИ,05.07.2018,ГОРОД,Призер олимпиады из Перечня,24.06.2018,ГИМНАЗ 16 ЧЕРКЕССК,385,,,
331,80,78,94,76,0,3,0,FALSE,НЕ_НУЖДАЕТСЯ_В_ОБЩЕЖИТИИ,05.07.2018,ГОРОД ФЕДЕРАЛЬНОГО ЗНАЧЕНИЯ,Не является  победителем олимпиады,23.06.2017,ЛИЦ 1533 МОСКВ,328,,,
312,60,84,88,76,2,2,0,FALSE,НЕ_НУЖДАЕТСЯ_В_ОБЩЕЖИТИИ,05.07.2018,ГОРОД ФЕДЕРАЛЬНОГО ЗНАЧЕНИЯ,Не является  победителем олимпиады,23.06.2018,ГИМНАЗ ПУШКОВ ТРОИЦК,308,,,
282,35,76,72,91,0,3,5,FALSE,НЕ_НУЖДАЕТСЯ_В_ОБЩЕЖИТИИ,05.07.2018,ГОРОД ФЕДЕРАЛЬНОГО ЗНАЧЕНИЯ,Не является  победителем олимпиады,23.06.2018,СОШ 1363 МОСКВ,274,,,
330,70,88,82,89,0,1,0,FALSE,НЕ_НУЖДАЕТСЯ_В_ОБЩЕЖИТИИ,05.07.2018 16:48:33,ГОРОД,Не является  победителем олимпиады,23.06.2018,ЛИЦ 1564 МОСКВ,329,,,
359,100,84,86,82,0,2,5,FALSE,НУЖДАЕТСЯ_В_ОБЩЕЖИТИИ,05.07.2018 16:53:58,ГОРОД,Призер олимпиады из Перечня,23.06.2018,СОШ 1 ПУЩИН,352,,,
317,60,78,80,98,0,1,0,FALSE,НЕ_НУЖДАЕТСЯ_В_ОБЩЕЖИТИИ,05.07.2018,ГОРОД,Не является  победителем олимпиады,23.06.2018,ЛИЦ 1511,316,,,
295,70,72,58,94,0,1,0,FALSE,НЕ_НУЖДАЕТСЯ_В_ОБЩЕЖИТИИ,05.07.2018 17:01:17,ГОРОД ФЕДЕРАЛЬНОГО ЗНАЧЕНИЯ,Не является  победителем олимпиады,30.06.2018,СОШ ИНТЕРНАТ ЕСТЕСТВЕННО МАТЕМАТИЧЕСК НАПРАВЛЕННОСТИ КАПИЦ ДОЛГОПРУДН,294,,,
296,50,78,74,91,2,1,0,FALSE,НЕ_НУЖДАЕТСЯ_В_ОБЩЕЖИТИИ,05.07.2018,ГОРОД,Не является  победителем олимпиады,23.06.2018,ЛИЦ 15 МЫТИЩ,293,,,
319,55,82,82,98,0,2,0,FALSE,НЕ_НУЖДАЕТСЯ_В_ОБЩЕЖИТИИ,05.07.2018,ГОРОД ФЕДЕРАЛЬНОГО ЗНАЧЕНИЯ,Не является  победителем олимпиады,21.06.2018,СОШ 171 МОСКВ,317,,,
342,75,96,84,86,0,1,0,FALSE,НЕ_НУЖДАЕТСЯ_В_ОБЩЕЖИТИИ,05.07.2018 17:23:25,ГОРОД ФЕДЕРАЛЬНОГО ЗНАЧЕНИЯ,Не является  победителем олимпиады,23.06.2017,СОШ 121 МОСКВ,341,,,
331,70,78,78,98,0,2,5,FALSE,НУЖДАЕТСЯ_В_ОБЩЕЖИТИИ,05.07.2018,ГОРОД,Не является  победителем олимпиады,23.06.2018,СОШ 2 ЛЕНИНОГОРСК,324,,,
337,60,88,96,91,0,2,0,FALSE,НЕ_НУЖДАЕТСЯ_В_ОБЩЕЖИТИИ,05.07.2018 17:34:15,ГОРОД,Не является  победителем олимпиады,23.06.2018,ЛИЦ 1557 МОСКВ,335,,,
314,35,92,94,91,0,2,0,FALSE,НЕ_НУЖДАЕТСЯ_В_ОБЩЕЖИТИИ,05.07.2018,ГОРОД ФЕДЕРАЛЬНОГО ЗНАЧЕНИЯ,Не является  победителем олимпиады,23.06.2018,ГИМНАЗ 1517 МОСКВ,312,,,
332,65,82,84,98,2,1,0,FALSE,НУЖДАЕТСЯ_В_ОБЩЕЖИТИИ,05.07.2018 17:35:26,ГОРОД,Не является  победителем олимпиады,22.06.2018,СУНЦ МГ,329,,,
289,55,76,70,82,0,1,5,FALSE,НЕ_НУЖДАЕТСЯ_В_ОБЩЕЖИТИИ,05.07.2018 17:41:00,ГОРОД ФЕДЕРАЛЬНОГО ЗНАЧЕНИЯ,Не является  победителем олимпиады,23.06.2018,СОШ 236 МОСКВ,283,,,
347,100,90,76,80,0,1,0,FALSE,НУЖДАЕТСЯ_В_ОБЩЕЖИТИИ,05.07.2018 17:42:27,ГОРОД,Призер олимпиады из Перечня,29.06.2018,СОШ 30 ВОЛЖСК,346,,,
312,60,82,74,87,2,2,5,FALSE,НУЖДАЕТСЯ_В_ОБЩЕЖИТИИ,05.07.2018,ЦЕНТР СУБЪЕКТА ФЕДЕРАЦИИ,Не является  победителем олимпиады,23.06.2018,ГИМНАЗ 47 УФ,303,,,
397,100,96,100,98,0,3,0,FALSE,НЕ_НУЖДАЕТСЯ_В_ОБЩЕЖИТИИ,05.07.2018 17:59:11,ГОРОД ФЕДЕРАЛЬНОГО ЗНАЧЕНИЯ,Призер олимпиады из Перечня,23.06.2018,ГИМНАЗ 1543 МОСКВ,394,,,
319,70,82,86,72,2,2,5,FALSE,НЕ_НУЖДАЕТСЯ_В_ОБЩЕЖИТИИ,05.07.2018 17:59:59,ГОРОД ФЕДЕРАЛЬНОГО ЗНАЧЕНИЯ,Не является  победителем олимпиады,23.06.2018,СОШ 687 МОСКВ,310,,,
312,60,82,70,91,2,2,5,FALSE,НУЖДАЕТСЯ_В_ОБЩЕЖИТИИ,05.07.2018 18:02:53,ГОРОД,Не является  победителем олимпиады,23.06.2018,СОШ 31 ТОЛЬЯТТ,303,,,
313,65,84,78,85,0,1,0,FALSE,НЕ_НУЖДАЕТСЯ_В_ОБЩЕЖИТИИ,05.07.2018,ГОРОД,Не является  победителем олимпиады,23.06.2018,СОШ 2030 МОСКВ,312,,,
390,100,94,100,94,0,2,0,FALSE,НЕ_НУЖДАЕТСЯ_В_ОБЩЕЖИТИИ,05.07.2018 18:10:10,ГОРОД ФЕДЕРАЛЬНОГО ЗНАЧЕНИЯ,Призер олимпиады из Перечня,23.06.2018,ГИМНАЗ 1514 МОСКВ,388,,,
290,60,72,82,76,0,0,0,FALSE,НУЖДАЕТСЯ_В_ОБЩЕЖИТИИ,05.07.2018,ГОРОД,Не является  победителем олимпиады,23.06.2018,ЛИЦ 1580 МОСКВ,290,,,
364,80,92,94,96,0,2,0,FALSE,НЕ_НУЖДАЕТСЯ_В_ОБЩЕЖИТИИ,05.07.2018 18:15:29,ГОРОД ФЕДЕРАЛЬНОГО ЗНАЧЕНИЯ,Не является  победителем олимпиады,23.06.2018,ЛИЦ 1533 МОСКВ,362,,,
358,65,96,92,98,0,2,5,FALSE,НУЖДАЕТСЯ_В_ОБЩЕЖИТИИ,05.07.2018 18:20:27,ГОРОД,Не является  победителем олимпиады,28.06.2018,ГИМНАЗ 3 ОРЕНБУРГ,351,,,
268,35,82,53,94,2,2,0,FALSE,НЕ_НУЖДАЕТСЯ_В_ОБЩЕЖИТИИ,05.07.2018 18:20:57,ГОРОД,Не является  победителем олимпиады,23.06.2018,СОШ 14 ТОМИЛИНСК,264,,,
361,100,82,84,94,0,1,0,FALSE,НЕ_НУЖДАЕТСЯ_В_ОБЩЕЖИТИИ,05.07.2018 18:22:35,ГОРОД ФЕДЕРАЛЬНОГО ЗНАЧЕНИЯ,Призер олимпиады из Перечня,23.06.2018,СОШ 1953 МОСКВ,360,,,
308,50,76,82,91,2,2,5,FALSE,НУЖДАЕТСЯ_В_ОБЩЕЖИТИИ,05.07.2018,ГОРОД,Не является  победителем олимпиады,26.06.2018,СОШ 4 КРАСНОЗНАМЕНСК,299,,,
372,100,98,80,91,0,3,0,FALSE,НУЖДАЕТСЯ_В_ОБЩЕЖИТИИ,05.07.2018,ГОРОД,Призер олимпиады из Перечня,23.06.2018,СОШ 218 МОСКВ,369,,,
361,80,88,86,100,0,2,5,FALSE,НЕ_НУЖДАЕТСЯ_В_ОБЩЕЖИТИИ,05.07.2018 18:38:03,ГОРОД ФЕДЕРАЛЬНОГО ЗНАЧЕНИЯ,Не является  победителем олимпиады,23.06.2018,ЛИЦ 1511,354,,,
306,50,86,96,72,0,2,0,FALSE,НУЖДАЕТСЯ_В_ОБЩЕЖИТИИ,05.07.2018,ГОРОД,Не является  победителем олимпиады,26.06.2017,ЛИЦ 1 НЕВИННОМЫССК,304,,,
264,50,72,61,80,0,1,0,FALSE,НЕ_НУЖДАЕТСЯ_В_ОБЩЕЖИТИИ,05.07.2018 18:47:56,ГОРОД ФЕДЕРАЛЬНОГО ЗНАЧЕНИЯ,Не является  победителем олимпиады,23.06.2018,СОШ 1329 МОСКВ,263,,,
320,50,78,90,96,0,1,5,FALSE,НУЖДАЕТСЯ_В_ОБЩЕЖИТИИ,05.07.2018 19:18:10,ГОРОД,Не является  победителем олимпиады,23.06.2018,СОШ ОРЕНБУРГСК КАДЕТСК,314,,,
297,65,68,76,87,0,1,0,FALSE,НУЖДАЕТСЯ_В_ОБЩЕЖИТИИ,05.07.2018,ГОРОД,Не является  победителем олимпиады,23.06.2018,ГИМНАЗ 25 СТАВРОПОЛ,296,,,
282,70,80,64,61,0,2,5,FALSE,НУЖДАЕТСЯ_В_ОБЩЕЖИТИИ,05.07.2018,ГОРОД,Не является  победителем олимпиады,30.06.2018,ЛИЦ 21 АРТЕМОВСК,275,,,
308,50,80,82,94,0,2,0,FALSE,НУЖДАЕТСЯ_В_ОБЩЕЖИТИИ,05.07.2018,ГОРОД ФЕДЕРАЛЬНОГО ЗНАЧЕНИЯ,Не является  победителем олимпиады,24.06.2018,ЛИЦ 3 ЧЕБОКСАР,306,ЛИЦЕЙ,,
338,60,88,86,96,0,3,5,FALSE,НУЖДАЕТСЯ_В_ОБЩЕЖИТИИ,05.07.2018 20:13:30,ГОРОД ФЕДЕРАЛЬНОГО ЗНАЧЕНИЯ,Не является  победителем олимпиады,23.06.2018,СОШ 20 ЛИПЕЦК,330,,,
376,100,82,86,98,2,3,5,FALSE,НУЖДАЕТСЯ_В_ОБЩЕЖИТИИ,05.07.2018,ГОРОД ФЕДЕРАЛЬНОГО ЗНАЧЕНИЯ,Призер олимпиады из Перечня,23.06.2018,УЧИЛИЩ СТАВРОПОЛЬСКО ПРЕЗИДЕНТСКО КАДЕТСКО,366,,,
310,65,80,82,82,0,1,0,FALSE,НУЖДАЕТСЯ_В_ОБЩЕЖИТИИ,05.07.2018,ГОРОД,Не является  победителем олимпиады,26.06.2018,СОШ 9 ОТРАДН,309,,,
389,100,92,100,89,0,3,5,FALSE,НУЖДАЕТСЯ_В_ОБЩЕЖИТИИ,05.07.2018 20:30:48,ГОРОД,Победитель олимпиады из Перечня,23.06.2018,ЛИЦ РЕСПУБЛИКАНСК ЛИЦ ДЛ ОДАРЕННЫХ ДЕТЕЙ САРАНСК,381,,,
345,70,98,84,91,0,2,0,FALSE,НУЖДАЕТСЯ_В_ОБЩЕЖИТИИ,05.07.2018,ЦЕНТР СУБЪЕКТА ФЕДЕРАЦИИ,Не является  победителем олимпиады,30.06.2017,СОШ 36 АРХАНГЕЛЬСК,343,,,
378,100,78,100,94,0,1,5,FALSE,НУЖДАЕТСЯ_В_ОБЩЕЖИТИИ,05.07.2018,ГОРОД ФЕДЕРАЛЬНОГО ЗНАЧЕНИЯ,Победитель олимпиады из Перечня,28.06.2018,ЛИЦ 130 ЕКАТЕРИНБУРГ,372,,,
370,80,92,100,96,0,2,0,FALSE,НУЖДАЕТСЯ_В_ОБЩЕЖИТИИ,05.07.2018,ГОРОД,Не является  победителем олимпиады,23.06.2018,ЛИЦ 84 НОВОКУЗНЕЦК,368,,,
327,55,78,90,96,0,3,5,FALSE,НУЖДАЕТСЯ_В_ОБЩЕЖИТИИ,05.07.2018,ГОРОД,Не является  победителем олимпиады,26.06.2018,ЛИЦ 6 БЕРДСК,319,,,
382,100,90,100,89,0,3,0,FALSE,НУЖДАЕТСЯ_В_ОБЩЕЖИТИИ,05.07.2018,ЦЕНТР СУБЪЕКТА ФЕДЕРАЦИИ,Победитель олимпиады из Перечня,23.06.2018,ЛИЦ 153 УФ,379,,,
344,75,82,88,98,0,1,0,FALSE,НУЖДАЕТСЯ_В_ОБЩЕЖИТИИ,05.07.2018,ГОРОД,Не является  победителем олимпиады,29.06.2018,ЛИЦ 18 НОВОЧЕБОКСАРСК,343,,,
300,30,88,86,94,0,2,0,FALSE,НЕ_НУЖДАЕТСЯ_В_ОБЩЕЖИТИИ,06.07.2018,ГОРОД ФЕДЕРАЛЬНОГО ЗНАЧЕНИЯ,Не является  победителем олимпиады,23.06.2018,ЛИЦ 1560 МОСКВ,298,,,
352,70,94,86,94,0,3,5,FALSE,НУЖДАЕТСЯ_В_ОБЩЕЖИТИИ,06.07.2018,ГОРОД,Не является  победителем олимпиады,21.06.2018,СОШ 6 КОРЯЖМЫ,344,,,
324,60,80,86,89,2,2,5,FALSE,НУЖДАЕТСЯ_В_ОБЩЕЖИТИИ,06.07.2018,ЦЕНТР СУБЪЕКТА ФЕДЕРАЦИИ,Не является  победителем олимпиады,29.06.2018,ЛИЦ 97 ЧЕЛЯБИНСКА,315,,,
359,80,84,96,93,0,1,5,FALSE,НУЖДАЕТСЯ_В_ОБЩЕЖИТИИ,06.07.2018,НАСЕЛЕННЫЙ ПУНКТ СЕЛЬСКОГО ТИПА,Не является  победителем олимпиады,27.06.2017,СОШ 151 ЧЕЛЯБИНСК,353,,,
334,100,76,66,91,0,1,0,FALSE,НУЖДАЕТСЯ_В_ОБЩЕЖИТИИ,06.07.2018,ЦЕНТР СУБЪЕКТА ФЕДЕРАЦИИ,Призер олимпиады из Перечня,27.06.2017,ЛИЦ 42 УФ,333,,,
334,55,84,100,87,0,3,5,FALSE,НУЖДАЕТСЯ_В_ОБЩЕЖИТИИ,06.07.2018,ЦЕНТР СУБЪЕКТА ФЕДЕРАЦИИ,Не является  победителем олимпиады,29.06.2018,СОШ 66 ИВАНОВ,326,,,
317,70,84,82,78,2,1,0,FALSE,НУЖДАЕТСЯ_В_ОБЩЕЖИТИИ,06.07.2018,ГОРОД,Не является  победителем олимпиады,26.06.2018,ГИМНАЗ 35 ЕКАТЕРИНБУРГ,314,,,
294,45,76,80,91,0,2,0,FALSE,НЕ_НУЖДАЕТСЯ_В_ОБЩЕЖИТИИ,06.07.2018,ГОРОД ФЕДЕРАЛЬНОГО ЗНАЧЕНИЯ,Не является  победителем олимпиады,30.06.2018,СОШ ИНТЕРНАТ ЕСТЕСТВЕННО МАТЕМАТИЧЕСК НАПРАВЛЕННОСТИ КАПИЦ ДОЛГОПРУДН,292,,,
318,50,88,82,91,0,2,5,FALSE,НУЖДАЕТСЯ_В_ОБЩЕЖИТИИ,06.07.2018 11:37:40,ЦЕНТР СУБЪЕКТА ФЕДЕРАЦИИ,Не является  победителем олимпиады,25.06.2018,ГИМНАЗ 2 ОРЕНБУРГ,311,,,
373,100,94,86,91,0,2,0,FALSE,НУЖДАЕТСЯ_В_ОБЩЕЖИТИИ,06.07.2018 11:45:27,ГОРОД,Призер олимпиады из Перечня,25.06.2018,ЛИЦ ЗАБАЙКАЛЬСК КРАЕВ ЛИЦ ИНТЕРНАТ ЧИТ,371,,,
338,100,76,64,96,0,2,0,FALSE,НУЖДАЕТСЯ_В_ОБЩЕЖИТИИ,06.07.2018,ЦЕНТР СУБЪЕКТА ФЕДЕРАЦИИ,Призер олимпиады из Перечня,23.06.2018,УНИВЕРСИТЕТСК ГИМНАЗ МГ,336,,,
299,50,86,82,80,0,1,0,FALSE,НУЖДАЕТСЯ_В_ОБЩЕЖИТИИ,06.07.2018,ГОРОД,Не является  победителем олимпиады,23.06.2018,ГИМНАЗ 127 СНЕЖИНСК,298,,,
311,65,92,61,91,0,2,0,FALSE,НЕ_НУЖДАЕТСЯ_В_ОБЩЕЖИТИИ,06.07.2018,ГОРОД ФЕДЕРАЛЬНОГО ЗНАЧЕНИЯ,Не является  победителем олимпиады,23.06.2018,ЛИЦ 1525 МОСКВ,309,,,
305,60,78,82,82,2,1,0,FALSE,НУЖДАЕТСЯ_В_ОБЩЕЖИТИИ,06.07.2018,ГОРОД,Не является  победителем олимпиады,26.06.2018,ЛИЦ 45 КРОПОТКИН,302,,,
286,50,86,64,85,0,1,0,FALSE,НЕ_НУЖДАЕТСЯ_В_ОБЩЕЖИТИИ,06.07.2018,ГОРОД,Не является  победителем олимпиады,26.06.2018,ЛИЦ 10 ОДИНЦОВО,285,,,
391,100,100,100,89,0,2,0,FALSE,НУЖДАЕТСЯ_В_ОБЩЕЖИТИИ,06.07.2018,ГОРОД,Призер олимпиады из Перечня,29.06.2018,ЛИЦ 15 САРОВ,389,,,
336,70,84,90,89,0,3,0,FALSE,НУЖДАЕТСЯ_В_ОБЩЕЖИТИИ,06.07.2018,ГОРОД ФЕДЕРАЛЬНОГО ЗНАЧЕНИЯ,Не является  победителем олимпиады,25.06.2018,ЛИЦ 64 САНКТ-ПЕТЕРБУРГ,333,,,
